pred1,pred2,Fstat,pval,Rsquare,adjRsquare,AICc
SY_SP_ROC,RY_Wet_Tim,2.87,0.76159,0.418,0.272,115.0
BY_recon_10,RY_Wet_BFL_Dur,11.37,0.18325,0.740,0.675,106.2
BY_recon_15,RY_Wet_BFL_Dur,6.39,0.32267,0.615,0.519,110.5
BY_recon_20,RY_Wet_BFL_Dur,4.17,0.57792,0.510,0.388,113.1
BY_recon_50,RY_Wet_BFL_Dur,5.05,0.67529,0.558,0.447,112.0
BY_recon_80,RY_Wet_BFL_Dur,9.80,0.31542,0.710,0.638,107.4
BY_recon_100,RY_Wet_BFL_Dur,6.23,0.21569,0.609,0.511,110.7
RY_discon_10,RY_Wet_BFL_Dur,2.98,0.91776,0.427,0.284,114.9
RY_discon_15,RY_Wet_BFL_Dur,2.98,0.97300,0.427,0.284,114.9
RY_discon_20,RY_Wet_BFL_Dur,3.02,0.85972,0.430,0.288,114.8
RY_discon_50,RY_Wet_BFL_Dur,3.00,0.91833,0.428,0.286,114.8
RY_discon_80,RY_Wet_BFL_Dur,3.09,0.76678,0.436,0.295,114.7
RY_discon_100,RY_Wet_BFL_Dur,3.15,0.70015,0.441,0.301,114.6
RY_recon_10,RY_Wet_BFL_Dur,2.98,0.84049,0.427,0.284,114.9
RY_recon_15,RY_Wet_BFL_Dur,3.02,0.78102,0.430,0.287,114.8
RY_recon_20,RY_Wet_BFL_Dur,3.11,0.68992,0.438,0.297,114.7
RY_recon_50,RY_Wet_BFL_Dur,2.99,0.81740,0.428,0.285,114.8
RY_recon_80,RY_Wet_BFL_Dur,3.54,0.46232,0.469,0.337,114.0
RY_recon_100,RY_Wet_BFL_Dur,3.20,0.64894,0.445,0.306,114.5
SY_discon_80,RY_Wet_BFL_Dur,3.37,0.55750,0.457,0.321,114.3
SY_discon_100,RY_Wet_BFL_Dur,3.36,0.56717,0.456,0.321,114.3
BY_min_flow_sepdec,RY_Wet_BFL_Dur,3.42,0.74179,0.461,0.326,114.2
RY_min_flow,RY_Wet_BFL_Dur,2.98,0.85462,0.427,0.284,114.9
SY_min_flow_janjul,RY_Wet_BFL_Dur,5.95,0.78870,0.598,0.497,111.0
tot_flow_CFLP,RY_Wet_BFL_Dur,3.02,0.99358,0.431,0.288,114.8
BY_tot_flow_sepdec,RY_Wet_BFL_Dur,4.19,0.66423,0.511,0.389,113.1
RY_tot_flow,RY_Wet_BFL_Dur,3.03,0.77907,0.431,0.288,114.8
SY_tot_flow_janjul,RY_Wet_BFL_Dur,4.07,0.69670,0.504,0.380,113.3
log_tot_flow_CFLP,RY_Wet_BFL_Dur,3.06,0.77838,0.433,0.291,114.7
log_BY_tot_flow_sepdec,RY_Wet_BFL_Dur,5.34,0.13522,0.572,0.465,111.7
log_RY_tot_flow,RY_Wet_BFL_Dur,3.00,0.87816,0.429,0.286,114.8
log_SY_tot_flow_janjul,RY_Wet_BFL_Dur,3.56,0.44939,0.471,0.338,114.0
BY_FA_Mag,RY_Wet_BFL_Dur,2.11,0.85986,0.514,0.270,81.2
BY_FA_Tim,RY_Wet_BFL_Dur,0.57,0.96835,0.223,-0.165,84.5
BY_FA_Dur,RY_Wet_BFL_Dur,42.19,0.00328,0.955,0.932,64.6
RY_Wet_Tim,RY_Wet_BFL_Dur,3.56,0.54618,0.471,0.339,114.0
RY_SP_ROC,RY_Wet_BFL_Dur,3.03,0.77043,0.431,0.289,114.8
RY_DS_Mag_50,RY_Wet_BFL_Dur,3.03,0.81827,0.431,0.289,114.8
RY_DS_Mag_90,RY_Wet_BFL_Dur,12.08,0.52264,0.751,0.689,105.7
RY_FA_Mag,RY_Wet_BFL_Dur,6.66,0.78273,0.769,0.653,76.7
RY_FA_Tim,RY_Wet_BFL_Dur,1.41,0.67855,0.414,0.121,83.3
RY_FA_Dur,RY_Wet_BFL_Dur,1.59,0.86185,0.444,0.165,82.9
RY_Wet_BFL_Mag_50,RY_Wet_BFL_Dur,3.33,0.61950,0.455,0.318,114.3
RY_DS_Tim,RY_Wet_BFL_Dur,3.43,0.52374,0.461,0.327,114.2
RY_SP_Tim,RY_Wet_BFL_Dur,3.56,0.54618,0.471,0.339,114.0
RY_DS_Dur_WS,RY_Wet_BFL_Dur,3.09,0.69292,0.436,0.295,114.7
SY_Wet_Tim,RY_Wet_BFL_Dur,2.98,0.83471,0.427,0.284,114.9
SY_Wet_BFL_Dur,RY_Wet_BFL_Dur,3.20,0.85958,0.444,0.305,114.5
SY_SP_ROC,RY_Wet_BFL_Dur,3.41,0.48891,0.460,0.325,114.2
BY_recon_10,RY_SP_ROC,6.03,0.07859,0.601,0.501,110.9
BY_recon_15,RY_SP_ROC,3.37,0.13905,0.457,0.321,114.3
BY_recon_20,RY_SP_ROC,1.23,0.38351,0.235,0.043,118.0
BY_recon_50,RY_SP_ROC,0.24,0.74053,0.057,-0.179,120.3
BY_recon_80,RY_SP_ROC,0.23,0.86828,0.055,-0.181,120.4
BY_recon_100,RY_SP_ROC,3.15,0.38605,0.440,0.301,114.6
RY_discon_10,RY_SP_ROC,0.85,0.35469,0.176,-0.031,118.9
RY_discon_15,RY_SP_ROC,0.58,0.50186,0.127,-0.092,119.5
RY_discon_20,RY_SP_ROC,0.42,0.59376,0.095,-0.131,119.9
RY_discon_50,RY_SP_ROC,0.41,0.60286,0.092,-0.135,119.9
RY_discon_80,RY_SP_ROC,0.34,0.62932,0.078,-0.152,120.1
RY_discon_100,RY_SP_ROC,0.33,0.64300,0.075,-0.156,120.1
RY_recon_10,RY_SP_ROC,0.40,0.66245,0.090,-0.137,119.9
RY_recon_15,RY_SP_ROC,0.34,0.74130,0.078,-0.153,120.1
RY_recon_20,RY_SP_ROC,0.22,0.76871,0.052,-0.185,120.4
RY_recon_50,RY_SP_ROC,0.28,0.82767,0.065,-0.169,120.2
RY_recon_80,RY_SP_ROC,0.11,0.89912,0.027,-0.216,120.7
RY_recon_100,RY_SP_ROC,0.22,0.99044,0.053,-0.184,120.4
SY_discon_80,RY_SP_ROC,0.12,0.86829,0.030,-0.212,120.6
SY_discon_100,RY_SP_ROC,0.12,0.89506,0.028,-0.215,120.7
BY_min_flow_sepdec,RY_SP_ROC,0.32,0.64227,0.074,-0.157,120.1
RY_min_flow,RY_SP_ROC,0.61,0.91322,0.133,-0.084,119.4
SY_min_flow_janjul,RY_SP_ROC,0.25,0.98269,0.058,-0.177,120.3
tot_flow_CFLP,RY_SP_ROC,0.09,0.93792,0.022,-0.223,120.7
BY_tot_flow_sepdec,RY_SP_ROC,1.63,0.51670,0.289,0.112,117.2
RY_tot_flow,RY_SP_ROC,0.11,0.92991,0.027,-0.216,120.7
SY_tot_flow_janjul,RY_SP_ROC,0.28,0.76297,0.066,-0.168,120.2
log_tot_flow_CFLP,RY_SP_ROC,0.09,0.99710,0.021,-0.224,120.8
log_BY_tot_flow_sepdec,RY_SP_ROC,3.25,0.05202,0.448,0.310,114.4
log_RY_tot_flow,RY_SP_ROC,0.09,0.95816,0.021,-0.224,120.8
log_SY_tot_flow_janjul,RY_SP_ROC,0.17,0.68420,0.041,-0.199,120.5
BY_FA_Mag,RY_SP_ROC,4.54,0.23561,0.694,0.541,78.0
BY_FA_Tim,RY_SP_ROC,0.05,0.80555,0.025,-0.463,86.1
BY_FA_Dur,RY_SP_ROC,1.62,0.61850,0.448,0.172,82.1
RY_Wet_Tim,RY_SP_ROC,2.58,0.74213,0.392,0.241,115.5
RY_Wet_BFL_Dur,RY_SP_ROC,3.03,0.77043,0.431,0.289,114.8
RY_DS_Mag_50,RY_SP_ROC,0.79,0.87679,0.165,-0.043,119.0
RY_DS_Mag_90,RY_SP_ROC,1.12,0.59536,0.219,0.024,118.3
RY_FA_Mag,RY_SP_ROC,1.49,0.92232,0.427,0.141,83.1
RY_FA_Tim,RY_SP_ROC,0.29,0.63761,0.127,-0.310,86.0
RY_FA_Dur,RY_SP_ROC,0.39,0.86929,0.162,-0.257,85.8
RY_Wet_BFL_Mag_50,RY_SP_ROC,0.18,0.99594,0.044,-0.195,120.5
RY_DS_Tim,RY_SP_ROC,0.32,0.63117,0.075,-0.157,120.1
RY_SP_Tim,RY_SP_ROC,0.88,0.80651,0.180,-0.024,118.8
RY_DS_Dur_WS,RY_SP_ROC,0.30,0.75264,0.069,-0.164,120.2
SY_Wet_Tim,RY_SP_ROC,1.36,0.42292,0.253,0.067,117.8
SY_Wet_BFL_Dur,RY_SP_ROC,0.33,0.94501,0.075,-0.156,120.1
SY_SP_ROC,RY_SP_ROC,0.93,0.49216,0.189,-0.013,118.7
BY_recon_10,RY_DS_Mag_50,5.87,0.00309,0.595,0.494,111.0
BY_recon_15,RY_DS_Mag_50,4.26,0.00622,0.516,0.394,113.0
BY_recon_20,RY_DS_Mag_50,2.01,0.02480,0.335,0.169,116.5
BY_recon_50,RY_DS_Mag_50,1.26,0.05000,0.239,0.049,118.0
BY_recon_80,RY_DS_Mag_50,0.93,0.10955,0.189,-0.014,118.7
BY_recon_100,RY_DS_Mag_50,3.61,0.01034,0.474,0.343,113.9
RY_discon_10,RY_DS_Mag_50,0.91,0.59328,0.186,-0.017,118.7
RY_discon_15,RY_DS_Mag_50,0.68,0.87703,0.146,-0.067,119.2
RY_discon_20,RY_DS_Mag_50,0.62,0.90441,0.134,-0.082,119.4
RY_discon_50,RY_DS_Mag_50,0.63,0.77956,0.136,-0.081,119.4
RY_discon_80,RY_DS_Mag_50,0.67,0.65858,0.144,-0.070,119.3
RY_discon_100,RY_DS_Mag_50,0.67,0.66005,0.144,-0.070,119.3
RY_recon_10,RY_DS_Mag_50,0.63,0.25699,0.136,-0.080,119.4
RY_recon_15,RY_DS_Mag_50,0.62,0.43326,0.135,-0.081,119.4
RY_recon_20,RY_DS_Mag_50,0.78,0.78633,0.164,-0.045,119.0
RY_recon_50,RY_DS_Mag_50,1.03,0.76644,0.205,0.007,118.5
RY_recon_80,RY_DS_Mag_50,0.88,0.91624,0.180,-0.025,118.8
RY_recon_100,RY_DS_Mag_50,1.21,0.88104,0.233,0.041,118.1
SY_discon_80,RY_DS_Mag_50,0.66,0.97753,0.143,-0.072,119.3
SY_discon_100,RY_DS_Mag_50,0.66,0.98544,0.141,-0.074,119.3
BY_min_flow_sepdec,RY_DS_Mag_50,1.22,0.24903,0.233,0.041,118.1
RY_min_flow,RY_DS_Mag_50,0.62,0.10067,0.135,-0.081,119.4
SY_min_flow_janjul,RY_DS_Mag_50,0.76,0.07455,0.159,-0.051,119.1
tot_flow_CFLP,RY_DS_Mag_50,0.82,0.14367,0.170,-0.038,118.9
BY_tot_flow_sepdec,RY_DS_Mag_50,1.09,0.12192,0.214,0.017,118.3
RY_tot_flow,RY_DS_Mag_50,0.83,0.07532,0.172,-0.035,118.9
SY_tot_flow_janjul,RY_DS_Mag_50,0.72,0.16848,0.153,-0.059,119.2
log_tot_flow_CFLP,RY_DS_Mag_50,0.80,0.56017,0.166,-0.042,119.0
log_BY_tot_flow_sepdec,RY_DS_Mag_50,2.05,0.20485,0.339,0.173,116.4
log_RY_tot_flow,RY_DS_Mag_50,1.30,0.28030,0.245,0.057,117.9
log_SY_tot_flow_janjul,RY_DS_Mag_50,0.64,0.77661,0.138,-0.077,119.3
BY_FA_Mag,RY_DS_Mag_50,1.92,0.29146,0.489,0.234,81.6
BY_FA_Tim,RY_DS_Mag_50,0.29,0.40120,0.126,-0.311,85.3
BY_FA_Dur,RY_DS_Mag_50,4.02,0.25744,0.668,0.501,78.6
RY_Wet_Tim,RY_DS_Mag_50,2.37,0.02900,0.372,0.216,115.9
RY_Wet_BFL_Dur,RY_DS_Mag_50,3.03,0.81827,0.431,0.289,114.8
RY_SP_ROC,RY_DS_Mag_50,0.79,0.87679,0.165,-0.043,119.0
RY_DS_Mag_90,RY_DS_Mag_50,2.29,0.01944,0.364,0.205,116.0
RY_FA_Mag,RY_DS_Mag_50,1.35,0.07015,0.404,0.106,83.4
RY_FA_Tim,RY_DS_Mag_50,0.01,0.43381,0.007,-0.489,86.9
RY_FA_Dur,RY_DS_Mag_50,0.37,0.19673,0.155,-0.267,85.8
RY_Wet_BFL_Mag_50,RY_DS_Mag_50,0.69,0.09411,0.147,-0.066,119.2
RY_DS_Tim,RY_DS_Mag_50,0.63,0.75703,0.136,-0.080,119.4
RY_SP_Tim,RY_DS_Mag_50,0.97,0.87277,0.196,-0.005,118.6
RY_DS_Dur_WS,RY_DS_Mag_50,1.15,0.85689,0.224,0.030,118.2
SY_Wet_Tim,RY_DS_Mag_50,1.40,0.83246,0.259,0.073,117.7
SY_Wet_BFL_Dur,RY_DS_Mag_50,0.74,0.16648,0.156,-0.055,119.1
SY_SP_ROC,RY_DS_Mag_50,1.01,0.73973,0.202,0.003,118.5
BY_recon_10,RY_DS_Mag_90,4.82,0.00032,0.546,0.433,112.3
BY_recon_15,RY_DS_Mag_90,3.35,0.00051,0.456,0.319,114.3
BY_recon_20,RY_DS_Mag_90,2.13,0.00150,0.347,0.184,116.3
BY_recon_50,RY_DS_Mag_90,1.12,0.00948,0.219,0.024,118.3
BY_recon_80,RY_DS_Mag_90,1.14,0.04992,0.221,0.027,118.2
BY_recon_100,RY_DS_Mag_90,5.49,0.00037,0.578,0.473,111.5
RY_discon_10,RY_DS_Mag_90,2.55,0.33269,0.389,0.237,115.6
RY_discon_15,RY_DS_Mag_90,2.70,0.35967,0.403,0.254,115.3
RY_discon_20,RY_DS_Mag_90,2.34,0.45596,0.369,0.211,115.9
RY_discon_50,RY_DS_Mag_90,2.06,0.57033,0.340,0.175,116.4
RY_discon_80,RY_DS_Mag_90,2.17,0.49744,0.352,0.190,116.2
RY_discon_100,RY_DS_Mag_90,2.26,0.46840,0.361,0.201,116.1
RY_recon_10,RY_DS_Mag_90,1.53,0.00183,0.277,0.097,117.4
RY_recon_15,RY_DS_Mag_90,1.58,0.00223,0.283,0.104,117.3
RY_recon_20,RY_DS_Mag_90,1.39,0.00339,0.258,0.073,117.7
RY_recon_50,RY_DS_Mag_90,1.24,0.00791,0.237,0.046,118.0
RY_recon_80,RY_DS_Mag_90,1.14,0.04252,0.222,0.027,118.2
RY_recon_100,RY_DS_Mag_90,1.10,0.09020,0.215,0.019,118.3
SY_discon_80,RY_DS_Mag_90,2.95,0.27271,0.425,0.281,114.9
SY_discon_100,RY_DS_Mag_90,2.79,0.32103,0.411,0.264,115.2
BY_min_flow_sepdec,RY_DS_Mag_90,1.26,0.01322,0.240,0.050,118.0
RY_min_flow,RY_DS_Mag_90,2.25,0.00502,0.360,0.201,116.1
SY_min_flow_janjul,RY_DS_Mag_90,1.84,0.00139,0.315,0.143,116.8
tot_flow_CFLP,RY_DS_Mag_90,1.57,0.13207,0.282,0.102,117.3
BY_tot_flow_sepdec,RY_DS_Mag_90,2.25,0.02242,0.360,0.201,116.1
RY_tot_flow,RY_DS_Mag_90,1.17,0.02526,0.227,0.034,118.2
SY_tot_flow_janjul,RY_DS_Mag_90,1.30,0.02034,0.246,0.057,117.9
log_tot_flow_CFLP,RY_DS_Mag_90,1.61,0.44731,0.288,0.109,117.3
log_BY_tot_flow_sepdec,RY_DS_Mag_90,3.25,0.19527,0.448,0.311,114.4
log_RY_tot_flow,RY_DS_Mag_90,1.12,0.97602,0.219,0.023,118.3
log_SY_tot_flow_janjul,RY_DS_Mag_90,1.46,0.55848,0.267,0.084,117.6
BY_FA_Mag,RY_DS_Mag_90,5.65,0.05111,0.739,0.608,76.9
BY_FA_Tim,RY_DS_Mag_90,8.62,0.00443,0.812,0.718,74.6
BY_FA_Dur,RY_DS_Mag_90,2.40,0.51444,0.546,0.319,80.7
RY_Wet_Tim,RY_DS_Mag_90,6.24,0.00058,0.609,0.512,110.6
RY_Wet_BFL_Dur,RY_DS_Mag_90,12.08,0.52264,0.751,0.689,105.7
RY_SP_ROC,RY_DS_Mag_90,1.12,0.59536,0.219,0.024,118.3
RY_DS_Mag_50,RY_DS_Mag_90,2.29,0.01944,0.364,0.205,116.0
RY_FA_Mag,RY_DS_Mag_90,2.87,0.11000,0.590,0.384,80.8
RY_FA_Tim,RY_DS_Mag_90,0.54,0.16396,0.211,-0.183,85.3
RY_FA_Dur,RY_DS_Mag_90,1.12,0.10258,0.359,0.039,83.9
RY_Wet_BFL_Mag_50,RY_DS_Mag_90,1.13,0.02948,0.221,0.026,118.2
RY_DS_Tim,RY_DS_Mag_90,2.31,0.43770,0.366,0.207,116.0
RY_SP_Tim,RY_DS_Mag_90,3.11,0.87097,0.438,0.297,114.7
RY_DS_Dur_WS,RY_DS_Mag_90,1.14,0.21725,0.222,0.027,118.2
SY_Wet_Tim,RY_DS_Mag_90,2.30,0.22286,0.365,0.207,116.0
SY_Wet_BFL_Dur,RY_DS_Mag_90,1.09,0.03903,0.215,0.018,118.3
SY_SP_ROC,RY_DS_Mag_90,1.75,0.96620,0.304,0.131,117.0
BY_recon_10,RY_FA_Mag,2.45,0.01664,0.550,0.325,81.4
BY_recon_15,RY_FA_Mag,2.69,0.01607,0.573,0.360,81.0
BY_recon_20,RY_FA_Mag,1.96,0.03712,0.495,0.242,82.2
BY_recon_50,RY_FA_Mag,1.44,0.08506,0.418,0.127,83.2
BY_recon_80,RY_FA_Mag,1.40,0.21085,0.412,0.119,83.3
BY_recon_100,RY_FA_Mag,8.45,0.00458,0.809,0.713,75.4
RY_discon_10,RY_FA_Mag,1.80,0.71637,0.474,0.211,82.5
RY_discon_15,RY_FA_Mag,1.78,0.77218,0.470,0.206,82.5
RY_discon_20,RY_FA_Mag,1.60,0.88159,0.445,0.167,82.9
RY_discon_50,RY_FA_Mag,1.45,0.99368,0.421,0.131,83.2
RY_discon_80,RY_FA_Mag,1.49,0.95360,0.426,0.140,83.1
RY_discon_100,RY_FA_Mag,1.54,0.90171,0.434,0.152,83.0
RY_recon_10,RY_FA_Mag,1.35,0.03951,0.404,0.106,83.4
RY_recon_15,RY_FA_Mag,1.35,0.04920,0.404,0.106,83.4
RY_recon_20,RY_FA_Mag,1.41,0.08239,0.414,0.121,83.3
RY_recon_50,RY_FA_Mag,2.66,0.69098,0.571,0.357,81.1
RY_recon_80,RY_FA_Mag,1.71,0.63788,0.461,0.192,82.7
RY_recon_100,RY_FA_Mag,1.79,0.66247,0.473,0.209,82.5
SY_discon_80,RY_FA_Mag,7.22,0.09481,0.783,0.675,76.3
SY_discon_100,RY_FA_Mag,6.73,0.11048,0.771,0.656,76.7
BY_min_flow_sepdec,RY_FA_Mag,2.46,0.12611,0.551,0.327,81.4
RY_min_flow,RY_FA_Mag,1.38,0.05998,0.409,0.113,83.3
SY_min_flow_janjul,RY_FA_Mag,2.45,0.03661,0.550,0.326,81.4
tot_flow_CFLP,RY_FA_Mag,2.46,0.77818,0.552,0.328,81.4
BY_tot_flow_sepdec,RY_FA_Mag,2.05,0.06347,0.506,0.259,82.1
RY_tot_flow,RY_FA_Mag,1.65,0.08259,0.452,0.177,82.8
SY_tot_flow_janjul,RY_FA_Mag,3.04,0.35514,0.603,0.404,80.5
log_tot_flow_CFLP,RY_FA_Mag,2.69,0.28785,0.573,0.360,81.0
log_BY_tot_flow_sepdec,RY_FA_Mag,2.83,0.34072,0.586,0.379,80.8
log_RY_tot_flow,RY_FA_Mag,1.60,0.56211,0.445,0.167,82.9
log_SY_tot_flow_janjul,RY_FA_Mag,3.05,0.26410,0.604,0.406,80.5
BY_FA_Mag,RY_FA_Mag,2.54,0.15292,0.717,0.434,76.0
BY_FA_Tim,RY_FA_Mag,17.17,0.02052,0.945,0.890,67.8
BY_FA_Dur,RY_FA_Mag,3.85,0.93696,0.794,0.588,74.4
RY_Wet_Tim,RY_FA_Mag,6.44,0.01022,0.763,0.645,76.9
RY_Wet_BFL_Dur,RY_FA_Mag,6.66,0.78273,0.769,0.653,76.7
RY_SP_ROC,RY_FA_Mag,1.49,0.92232,0.427,0.141,83.1
RY_DS_Mag_50,RY_FA_Mag,1.35,0.07015,0.404,0.106,83.4
RY_DS_Mag_90,RY_FA_Mag,2.87,0.11000,0.590,0.384,80.8
RY_FA_Tim,RY_FA_Mag,1.74,0.11609,0.465,0.198,82.6
RY_FA_Dur,RY_FA_Mag,2.27,0.06946,0.532,0.298,81.7
RY_Wet_BFL_Mag_50,RY_FA_Mag,2.55,0.04453,0.560,0.340,81.2
RY_DS_Tim,RY_FA_Mag,1.52,0.93531,0.431,0.147,83.0
RY_SP_Tim,RY_FA_Mag,1.91,0.88110,0.488,0.232,82.3
RY_DS_Dur_WS,RY_FA_Mag,1.63,0.65657,0.449,0.174,82.8
SY_Wet_Tim,RY_FA_Mag,5.33,0.66842,0.727,0.591,77.9
SY_Wet_BFL_Dur,RY_FA_Mag,1.47,0.33558,0.424,0.136,83.1
SY_SP_ROC,RY_FA_Mag,1.40,0.73475,0.412,0.118,83.3
BY_recon_10,RY_FA_Tim,2.26,0.06048,0.530,0.295,81.7
BY_recon_15,RY_FA_Tim,1.77,0.06902,0.469,0.204,82.6
BY_recon_20,RY_FA_Tim,0.75,0.13420,0.273,-0.091,84.8
BY_recon_50,RY_FA_Tim,0.25,0.27482,0.113,-0.331,86.2
BY_recon_80,RY_FA_Tim,0.03,0.42447,0.015,-0.477,86.9
BY_recon_100,RY_FA_Tim,2.34,0.04888,0.540,0.310,81.6
RY_discon_10,RY_FA_Tim,0.28,0.58338,0.123,-0.316,86.1
RY_discon_15,RY_FA_Tim,0.11,0.77983,0.051,-0.424,86.6
RY_discon_20,RY_FA_Tim,0.03,0.94224,0.013,-0.480,86.9
RY_discon_50,RY_FA_Tim,0.01,0.97714,0.003,-0.495,87.0
RY_discon_80,RY_FA_Tim,0.00,0.92406,0.000,-0.499,87.0
RY_discon_100,RY_FA_Tim,0.00,0.91048,0.000,-0.500,87.0
RY_recon_10,RY_FA_Tim,0.07,0.28712,0.032,-0.451,86.8
RY_recon_15,RY_FA_Tim,0.02,0.28374,0.009,-0.486,86.9
RY_recon_20,RY_FA_Tim,0.02,0.28836,0.011,-0.484,86.9
RY_recon_50,RY_FA_Tim,1.32,0.65632,0.397,0.096,83.5
RY_recon_80,RY_FA_Tim,0.49,0.88127,0.198,-0.202,85.4
RY_recon_100,RY_FA_Tim,0.59,0.85004,0.227,-0.160,85.2
SY_discon_80,RY_FA_Tim,0.21,0.64901,0.095,-0.358,86.3
SY_discon_100,RY_FA_Tim,0.20,0.67088,0.089,-0.366,86.3
BY_min_flow_sepdec,RY_FA_Tim,1.37,0.26146,0.407,0.111,83.3
RY_min_flow,RY_FA_Tim,0.16,0.26750,0.076,-0.386,86.4
SY_min_flow_janjul,RY_FA_Tim,0.00,0.36782,0.000,-0.500,87.0
tot_flow_CFLP,RY_FA_Tim,0.44,0.20941,0.181,-0.229,85.6
BY_tot_flow_sepdec,RY_FA_Tim,0.08,0.25658,0.039,-0.442,86.7
RY_tot_flow,RY_FA_Tim,0.57,0.18116,0.221,-0.169,85.3
SY_tot_flow_janjul,RY_FA_Tim,0.05,0.29907,0.026,-0.461,86.8
log_tot_flow_CFLP,RY_FA_Tim,0.29,0.47449,0.126,-0.311,86.1
log_BY_tot_flow_sepdec,RY_FA_Tim,1.78,0.14588,0.471,0.206,82.5
log_RY_tot_flow,RY_FA_Tim,0.55,0.33509,0.215,-0.178,85.3
log_SY_tot_flow_janjul,RY_FA_Tim,0.01,0.87250,0.003,-0.495,87.0
BY_FA_Mag,RY_FA_Tim,1.19,0.26596,0.544,0.088,78.4
BY_FA_Tim,RY_FA_Tim,0.22,0.37871,0.179,-0.642,81.3
BY_FA_Dur,RY_FA_Tim,20.64,0.43151,0.954,0.908,66.9
RY_Wet_Tim,RY_FA_Tim,3.24,0.03867,0.619,0.428,80.2
RY_Wet_BFL_Dur,RY_FA_Tim,1.41,0.67855,0.414,0.121,83.3
RY_SP_ROC,RY_FA_Tim,0.29,0.63761,0.127,-0.310,86.0
RY_DS_Mag_50,RY_FA_Tim,0.01,0.43381,0.007,-0.489,86.9
RY_DS_Mag_90,RY_FA_Tim,0.54,0.16396,0.211,-0.183,85.3
RY_FA_Mag,RY_FA_Tim,1.74,0.11609,0.465,0.198,82.6
RY_FA_Dur,RY_FA_Tim,0.37,0.22185,0.156,-0.265,85.8
RY_Wet_BFL_Mag_50,RY_FA_Tim,0.61,0.16957,0.235,-0.148,85.1
RY_DS_Tim,RY_FA_Tim,0.06,0.84604,0.030,-0.456,86.8
RY_SP_Tim,RY_FA_Tim,0.70,0.46310,0.259,-0.111,84.9
RY_DS_Dur_WS,RY_FA_Tim,0.31,0.82052,0.134,-0.300,86.0
SY_Wet_Tim,RY_FA_Tim,5.02,0.13511,0.715,0.573,78.2
SY_Wet_BFL_Dur,RY_FA_Tim,0.02,0.80804,0.010,-0.485,86.9
SY_SP_ROC,RY_FA_Tim,0.37,0.66262,0.158,-0.264,85.8
BY_recon_10,RY_FA_Dur,2.15,0.18571,0.518,0.277,81.9
BY_recon_15,RY_FA_Dur,2.03,0.31407,0.504,0.255,82.1
BY_recon_20,RY_FA_Dur,0.77,0.16219,0.278,-0.083,84.7
BY_recon_50,RY_FA_Dur,0.57,0.15910,0.223,-0.166,85.2
BY_recon_80,RY_FA_Dur,0.45,0.21982,0.184,-0.224,85.6
BY_recon_100,RY_FA_Dur,2.59,0.04563,0.565,0.347,81.2
RY_discon_10,RY_FA_Dur,0.74,0.71802,0.271,-0.094,84.8
RY_discon_15,RY_FA_Dur,0.50,0.96988,0.202,-0.198,85.4
RY_discon_20,RY_FA_Dur,0.40,0.87313,0.167,-0.250,85.7
RY_discon_50,RY_FA_Dur,0.40,0.88249,0.166,-0.250,85.7
RY_discon_80,RY_FA_Dur,0.38,0.82933,0.158,-0.263,85.8
RY_discon_100,RY_FA_Dur,0.36,0.77745,0.154,-0.269,85.8
RY_recon_10,RY_FA_Dur,0.53,0.16550,0.211,-0.184,85.3
RY_recon_15,RY_FA_Dur,0.45,0.18868,0.184,-0.224,85.6
RY_recon_20,RY_FA_Dur,0.36,0.24106,0.153,-0.270,85.8
RY_recon_50,RY_FA_Dur,0.66,0.66343,0.249,-0.126,85.0
RY_recon_80,RY_FA_Dur,0.70,0.74928,0.259,-0.112,84.9
RY_recon_100,RY_FA_Dur,0.75,0.79237,0.273,-0.090,84.8
SY_discon_80,RY_FA_Dur,0.36,0.87152,0.153,-0.270,85.8
SY_discon_100,RY_FA_Dur,0.36,0.84233,0.153,-0.271,85.8
BY_min_flow_sepdec,RY_FA_Dur,1.15,0.49269,0.365,0.048,83.8
RY_min_flow,RY_FA_Dur,0.47,0.17049,0.191,-0.213,85.5
SY_min_flow_janjul,RY_FA_Dur,0.71,0.16790,0.261,-0.109,84.9
tot_flow_CFLP,RY_FA_Dur,1.06,0.11920,0.346,0.020,84.0
BY_tot_flow_sepdec,RY_FA_Dur,0.41,0.21541,0.170,-0.245,85.7
RY_tot_flow,RY_FA_Dur,0.64,0.14569,0.244,-0.134,85.0
SY_tot_flow_janjul,RY_FA_Dur,0.80,0.15715,0.287,-0.070,84.6
log_tot_flow_CFLP,RY_FA_Dur,0.83,0.39031,0.293,-0.060,84.6
log_BY_tot_flow_sepdec,RY_FA_Dur,0.91,0.52603,0.313,-0.030,84.4
log_RY_tot_flow,RY_FA_Dur,0.62,0.48980,0.236,-0.146,85.1
log_SY_tot_flow_janjul,RY_FA_Dur,0.72,0.41934,0.264,-0.104,84.9
BY_FA_Mag,RY_FA_Dur,2.66,0.15726,0.727,0.454,75.8
BY_FA_Tim,RY_FA_Dur,0.14,0.42741,0.125,-0.750,81.6
BY_FA_Dur,RY_FA_Dur,2.97,0.90285,0.748,0.496,75.4
RY_Wet_Tim,RY_FA_Dur,1.08,0.10247,0.351,0.026,84.0
RY_Wet_BFL_Dur,RY_FA_Dur,1.59,0.86185,0.444,0.165,82.9
